Time_Hr,Van_Concentration_uM,OC6_Concentration_nM,Genotype,OD600,GFP_Fluorescence
23.75864583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6902,474112
0,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1189,37690
0.250293333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1157,31465
0.500295,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1169,33711
0.752331944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1189,40646
1.002336944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1212,57114
1.252339444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1249,81486
1.502343333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1299,118155
1.7545475,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1361,168179
2.004551389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1432,232292
2.254553889,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1528,313413
2.504558611,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1652,422753
2.756486667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.177,544890
3.006489167,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1899,684928
3.256492778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2074,845552
3.506494444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2281,1047567
3.756496944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2521,1289991
4.006501667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.279,1582361
4.256505833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3126,1964998
4.5065075,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3496,2428095
4.758459722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3949,2868051
5.008460833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.435,3531746
5.258463611,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4911,4291009
5.508466389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5453,5007209
5.758467778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5925,5405933
6.008470833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6312,5385327
6.258472778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6654,5145914
6.508475833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6943,4805274
6.758476944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7058,4462864
7.008477778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7045,4047598
7.258481667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7126,3590241
7.508485,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7138,3134416
7.758488333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7139,2730431
8.008490556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7053,2431421
8.258492778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6985,2215905
8.508496111,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6916,2022300
8.758498056,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6862,1878734
9.008500278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6788,1793944
9.258503333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6743,1732166
9.508505278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6665,1644800
9.758506111,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6627,1603718
10.0085075,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6597,1540833
10.25851222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6547,1506499
10.50851556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6501,1465458
10.75851778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6494,1463264
11.00852167,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6421,1432910
11.25852667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6381,1418955
11.50852861,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6349,1394846
11.75853222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.633,1397479
12.00853556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6282,1367650
12.2585375,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6252,1353893
12.50853972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6249,1376504
12.75854361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6228,1338618
13.00854639,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6175,1333778
13.25854972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.617,1320529
13.50855194,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6121,1310693
13.75855389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6118,1298354
14.00855722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6069,1287495
14.25856056,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6075,1292484
14.50856278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6044,1285099
14.75856333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6038,1268168
15.00856444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5992,1270945
15.25856583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5984,1286368
15.50856694,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6,1294944
15.75856778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5984,1285821
16.00856972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5947,1246527
16.25857194,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5965,1251801
16.50857583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5953,1231525
16.75857778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5924,1236008
17.00857944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5882,1244235
17.25858083,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5902,1228681
17.50858306,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5891,1179049
17.75858444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5874,1100241
18.00858833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5836,1083640
18.25858944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5835,1061684
18.5085925,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5816,1033967
18.75859528,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5819,988171
19.00859861,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5793,957409
19.25860139,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5787,928570
19.50860417,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5762,907225
19.758605,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5767,877700
20.00860667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.574,854416
20.25860917,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5716,824461
20.50861361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5712,807136
20.75861639,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5701,784310
21.00861778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5691,769052
21.25861889,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5668,751561
21.50862222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5656,729530
21.75862389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5639,718871
22.00862556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5636,703192
22.25862806,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5598,685648
22.50862944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5598,674389
22.75863361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5586,659538
23.00863722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.558,649777
23.25863806,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5569,634667
23.50864278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5564,626908
23.75864583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5541,617528
0,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.118,37243
0.250293333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.118,31420
0.500295,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1199,33964
0.752331944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1232,43380
1.002336944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1284,64006
1.252339444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1343,97539
1.502343333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1425,149426
1.7545475,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.154,219420
2.004551389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1658,311180
2.254553889,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1795,423111
2.504558611,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1944,553000
2.756486667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2139,683674
3.006489167,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2376,856630
3.256492778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2658,1063866
3.506494444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.299,1321368
3.756496944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.3369,1657593
4.006501667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.3815,2070220
4.256505833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.4328,2575396
4.5065075,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.4882,3143290
4.758459722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.5522,3621866
5.008460833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6091,4100239
5.258463611,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6613,4218499
5.508466389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7057,4109064
5.758467778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7411,3882785
6.008470833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7456,3595970
6.258472778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7446,3315354
6.508475833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7389,3010327
6.758476944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7347,2712938
7.008477778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7339,2381966
7.258481667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7329,2098347
7.508485,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7293,1861502
7.758488333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7265,1702086
8.008490556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7232,1576962
8.258492778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7195,1499359
8.508496111,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7181,1430898
8.758498056,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7155,1406291
9.008500278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7133,1373572
9.258503333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7096,1362232
9.508505278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7092,1335425
9.758506111,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7074,1315519
10.0085075,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7065,1301029
10.25851222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7046,1299400
10.50851556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7037,1304209
10.75851778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7017,1293516
11.00852167,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.701,1278095
11.25852667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6996,1265939
11.50852861,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6978,1262406
11.75853222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6966,1267912
12.00853556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6956,1243761
12.2585375,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6943,1240618
12.50853972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6922,1247618
12.75854361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6917,1255069
13.00854639,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.691,1239076
13.25854972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6905,1238271
13.50855194,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6891,1232509
13.75855389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6909,1221788
14.00855722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.689,1234496
14.25856056,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6887,1224437
14.50856278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6877,1245635
14.75856333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.687,1164579
15.00856444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6869,1110105
15.25856583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6862,1078036
15.50856694,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6855,1052352
15.75856778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6859,1016770
16.00856972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6829,986650
16.25857194,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6829,968024
16.50857583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6823,928195
16.75857778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6829,913154
17.00857944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6811,890308
17.25858083,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6844,860117
17.50858306,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6833,834998
17.75858444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.682,800567
18.00858833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6821,784011
18.25858944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6823,771003
18.5085925,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6841,758303
18.75859528,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6835,740340
19.00859861,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6839,725522
19.25860139,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6836,714010
19.50860417,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6835,698717
19.758605,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6838,684590
20.00860667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6847,670232
20.25860917,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.684,665199
20.50861361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6845,648770
20.75861639,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6843,635414
21.00861778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6847,626811
21.25861889,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6847,611972
21.50862222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.685,596194
21.75862389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6849,590013
22.00862556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6851,579698
22.25862806,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6855,569348
22.50862944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.685,559727
22.75863361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6852,549490
23.00863722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.686,539300
23.25863806,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6858,525768
23.50864278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6863,519213
23.75864583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.686,509468
0,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.119,37542
0.250293333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1178,33239
0.500295,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1193,35056
0.752331944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1216,44292
1.002336944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1253,63693
1.252339444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.13,94999
1.502343333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1361,143944
1.7545475,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1445,209174
2.004551389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.154,296403
2.254553889,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.166,405232
2.504558611,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1789,534010
2.756486667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1936,686318
3.006489167,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2109,848806
3.256492778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.234,1045088
3.506494444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2592,1303693
3.756496944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2883,1601987
4.006501667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3232,1993334
4.256505833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3625,2447491
4.5065075,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.4051,3022954
4.758459722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.4573,3567289
5.008460833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5055,4365208
5.258463611,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5631,4919321
5.508466389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6104,5245523
5.758467778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6501,5158741
6.008470833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6798,4926582
6.258472778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7064,4579237
6.508475833,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7229,4209882
6.758476944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7195,3813592
7.008477778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7223,3389967
7.258481667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7209,3011989
7.508485,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7113,2641797
7.758488333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7041,2360532
8.008490556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6962,2130244
8.258492778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.687,1957551
8.508496111,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6824,1817619
8.758498056,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6753,1713379
9.008500278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6695,1642154
9.258503333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6622,1591117
9.508505278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6597,1556503
9.758506111,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6545,1506227
10.0085075,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6476,1468663
10.25851222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6471,1456250
10.50851556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6404,1426095
10.75851778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.64,1419633
11.00852167,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6329,1383179
11.25852667,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6323,1382944
11.50852861,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6257,1367109
11.75853222,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6221,1359821
12.00853556,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.62,1348362
12.2585375,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6168,1340176
12.50853972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6143,1320652
12.75854361,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6145,1319314
13.00854639,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6079,1300757
13.25854972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6098,1290440
13.50855194,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6032,1284521
13.75855389,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6053,1285732
14.00855722,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6011,1282387
14.25856056,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6006,1279270
14.50856278,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5992,1288172
14.75856333,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5975,1256533
15.00856444,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5965,1245761
15.25856583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5928,1277624
15.50856694,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5937,1289182
15.75856778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5944,1262502
16.00856972,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5901,1237401
16.25857194,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5888,1236092
16.50857583,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5873,1228885
16.75857778,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5868,1229075
17.00857944,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5851,1197797
17.25858083,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5879,1148750
17.50858306,18,19.3,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5851,1114392
