exp_time,od_measured,Van,OC6 ,IPTG,FP1_emit1,FP3_emit1
27266.25,0.537314348,0,0,0,0.047548605,0.031908607
27326.32,0.536863982,0,0,0,0.047945705,0.032277111
27386.39,0.539293725,0,0,0,0.048813559,0.032509753
27446.43,0.561630835,0,0,0,0.047672305,0.032402018
27506.5,0.555924959,0,0,0,0.048243353,0.032479584
27566.56,0.547479903,0,0,0,0.048564285,0.03229618
27626.6,0.487220725,0,0,0,0.048745247,0.03173039
27686.66,0.445260208,0,0,0,0.048631265,0.032154341
27746.76,0.439149826,0,0,0,0.04848162,0.032292106
27806.84,0.45276087,0,0,0,0.048334223,0.031638895
27866.91,0.456575576,0,0,0,0.04789097,0.032657201
27926.98,0.47540999,0,0,0,0.048354143,0.032085561
27987.04,0.480941474,0,0,0,0.048410241,0.032639739
28047.1,0.488484901,0,0,0,0.049014385,0.031996916
28107.17,0.503580092,0,0,0,0.0480253,0.031897927
28167.24,0.499522221,0,0,0,0.048296079,0.031968032
28227.31,0.512936761,0,0,0,0.048572744,0.031640625
28287.36,0.518950335,0,0,0,0.048123266,0.032270531
28347.44,0.521667329,0,0,0,0.047889726,0.032860344
28407.51,0.532139483,0,0,0,0.048205793,0.031941032
